shooter,season,team,conf,class,position,FTs,FTM,FTpct,Trank,shot_team,playerCode,power
gabe brown,2021-22,Michigan State,B10,sr,F,66,59,0.893939394,Michigan St.,Michigan State,gabrown,Power
galen alexander,2020-21,Texas Southern,SWAC,sr,G,66,46,0.696969697,Texas Southern,Texas Southern,gaalexander,Non-Power
hassani gravett,2017-18,South Carolina,SEC,jr,G,66,44,0.666666667,South Carolina,South Carolina,hagravett,Power
isaiah palermo,2021-22,Little Rock,SB,jr,G,66,47,0.712121212,Little Rock,Arkansas-Little Rock,ispalermo,Non-Power
isaiah washington,2020-21,Long Beach State,BW,sr,G,66,51,0.772727273,Long Beach St.,Long Beach State,iswashington,Non-Power
isiah small,2019-20,Texas State,SB,jr,F/C,66,32,0.484848485,Texas St.,Texas State,issmall,Non-Power
jacor nelson,2018-19,Campbell,BSth,so,G,66,36,0.545454545,Campbell,Campbell,janelson,Non-Power
jailyn ingram,2017-18,FAU,CUSA,so,F,66,45,0.681818182,Florida Atlantic,Florida Atlantic,jaingram,Non-Power
jailyn ingram,2019-20,FAU,CUSA,jr,F,66,48,0.727272727,Florida Atlantic,Florida Atlantic,jaingram,Non-Power
jamal johnson,2017-18,Memphis,Amer,fr,G,66,46,0.696969697,Memphis,Memphis,jajohnson,Non-Power
jamal wright,2019-20,High Point,BSth,sr,G,66,52,0.787878788,High Point,High Point,jawright,Non-Power
jannson williams,2018-19,Marshall,CUSA,so,F/C,66,49,0.742424242,Marshall,Marshall,jawilliams,Non-Power
jared butler,2018-19,Baylor,B12,fr,G,66,53,0.803030303,Baylor,Baylor,jabutler,Power
jared wilson-frame,2017-18,Pitt,ACC,jr,G,66,55,0.833333333,Pittsburgh,Pittsburgh,jawilson,Power
jaron hopkins,2017-18,Fresno State,MWC,sr,G,66,37,0.560606061,Fresno St.,Fresno State,jahopkins,Non-Power
javian davis,2021-22,Miss St,SEC,jr,F,66,42,0.636363636,Mississippi St.,Mississippi State,jadavis,Power
jayvon graves,2020-21,Buffalo,MAC,sr,G,66,39,0.590909091,Buffalo,Buffalo,jagraves,Non-Power
jericole hellems,2019-20,NC State,ACC,so,F,66,51,0.772727273,North Carolina St.,NC State,jehellems,Power
jermaine harris,2019-20,URI,A10,so,F,66,49,0.742424242,Rhode Island,Rhode Island,jeharris,Non-Power
joe hugley,2017-18,Cent Conn St,NEC,so,F,66,50,0.757575758,Central Connecticut,Central Connecticut,johugley,Non-Power
joe munden,2020-21,Fair Dickinson,NEC,fr,G,66,43,0.651515152,Fairleigh Dickinson,Fairleigh Dickinson,jomunden,Non-Power
joey hauser,2020-21,Michigan State,B10,jr,F/C,66,47,0.712121212,Michigan St.,Michigan State,johauser,Power
jordan dartis,2019-20,Ohio,MAC,sr,G,66,55,0.833333333,Ohio,Ohio,jodartis,Non-Power
jordan gilliam,2018-19,UC Riverside,BW,so,G,66,40,0.606060606,UC Riverside,UC Riverside,jogilliam,Non-Power
josh carlton,2019-20,UConn,Amer,jr,C,66,33,0.5,Connecticut,Connecticut,jocarlton,Non-Power
josh ferguson,2018-19,Winthrop,BSth,jr,F,66,51,0.772727273,Winthrop,Winthrop,joferguson,Non-Power
julius van sauers,2018-19,LIU,NEC,jr,F,66,43,0.651515152,LIU Brooklyn,Long Island University,juvan,Non-Power
kale catchings,2021-22,Harvard,Ivy,sr,G,66,37,0.560606061,Harvard,Harvard,kacatchings,Non-Power
kenny strawbridge,2020-21,Alabama State,SWAC,so,G,66,47,0.712121212,Alabama St.,Alabama State,kestrawbridge,Non-Power
kevin mckay,2017-18,Cent Michigan,MAC,so,G,66,55,0.833333333,Central Michigan,Central Michigan,kemckay,Non-Power
keyshawn bryant,2019-20,South Carolina,SEC,so,F/C,66,45,0.681818182,South Carolina,South Carolina,kebryant,Power
keyshawn woods,2017-18,Wake Forest,ACC,jr,G,66,57,0.863636364,Wake Forest,Wake Forest,kewoods,Power
khalil shabazz,2020-21,San Francisco,WCC,jr,G,66,49,0.742424242,San Francisco,San Francisco,khshabazz,Non-Power
kihei clark,2021-22,UVA,ACC,sr,G,66,52,0.787878788,Virginia,Virginia,kiclark,Power
kim aiken,2020-21,E Washington,BSky,jr,F,66,54,0.818181818,Eastern Washington,Eastern Washington,kiaiken,Non-Power
kingsley okoroh,2017-18,Cal,P12,sr,C,66,45,0.681818182,California,California,kiokoroh,Power
kouat noi,2017-18,TCU,B12,so,F,66,40,0.606060606,TCU,TCU,konoi,Power
kouat noi,2018-19,TCU,B12,so,F,66,52,0.787878788,TCU,TCU,konoi,Power
ledarrius brewer,2017-18,SE Missouri St,OVC,fr,G,66,51,0.772727273,Southeast Missouri St.,Southeast Missouri State,lebrewer,Non-Power
leon ayers,2021-22,Duquesne,A10,jr,G,66,55,0.833333333,Duquesne,Duquesne,leayers,Non-Power
leon daniels,2018-19,Alabama State,SWAC,jr,G,66,49,0.742424242,Alabama St.,Alabama State,ledaniels,Non-Power
letre darthard,2021-22,Utah Valley,WAC,so,G,66,56,0.848484848,Utah Valley,Utah Valley,ledarthard,Non-Power
liam sorensen,2021-22,Idaho State,BSky,fr,G,66,48,0.727272727,Idaho St.,Idaho State,lisorensen,Non-Power
lucas siewert,2018-19,Colorado,P12,jr,F,66,49,0.742424242,Colorado,Colorado,lusiewert,Power
majesty brandon,2019-20,Canisius,MAAC,jr,G,66,48,0.727272727,Canisius,Canisius,mabrandon,Non-Power
manny patterson,2017-18,Green Bay,Horz,fr,F,66,50,0.757575758,Green Bay,Green Bay,mapatterson,Non-Power
marcus hammond,2019-20,Niagara,MAAC,so,G,66,53,0.803030303,Niagara,Niagara,mahammond,Non-Power
marcus larsson,2019-20,Incarnate Word,Slnd,fr,F,66,42,0.636363636,Incarnate Word,Incarnate Word,malarsson,Non-Power
marek dolezaj,2017-18,Syracuse,ACC,fr,F/C,66,48,0.727272727,Syracuse,Syracuse,madolezaj,Power
mark vital,2019-20,Baylor,B12,jr,G,66,28,0.424242424,Baylor,Baylor,mavital,Power
marvin jean-pierre,2017-18,UL Monroe,SB,sr,G,66,46,0.696969697,Louisiana Monroe,Ul Monroe,majean,Non-Power
matt frierson,2017-18,The Citadel,SC,jr,G,66,59,0.893939394,The Citadel,The Citadel,mafrierson,Non-Power
matt haarms,2019-20,Purdue,B10,jr,C,66,42,0.636363636,Purdue,Purdue,mahaarms,Power
matt haarms,2020-21,BYU,WCC,sr,F,66,53,0.803030303,BYU,BYU,mahaarms,Non-Power
matthew atewe,2017-18,Pepperdine,WCC,sr,F/C,66,35,0.53030303,Pepperdine,Pepperdine,maatewe,Non-Power
mike hood,2021-22,Coppin State,MEAC,jr,G,66,50,0.757575758,Coppin St.,Coppin State,mihood,Non-Power
miles wright,2017-18,Dartmouth,Ivy,sr,G,66,55,0.833333333,Dartmouth,Dartmouth,miwright,Non-Power
miller kopp,2020-21,Northwestern,B10,jr,G,66,56,0.848484848,Northwestern,Northwestern,mikopp,Power
morgan means,2017-18,Seattle,WAC,so,G,66,54,0.818181818,Seattle,Seattle U,momeans,Non-Power
mylik wilson,2019-20,Louisiana,SB,fr,G,66,46,0.696969697,Louisiana Lafayette,Louisiana,mywilson,Non-Power
nasir core,2019-20,Florida A&M,MEAC,sr,G,66,47,0.712121212,Florida A&M,Florida A&M,nacore,Non-Power
nate hickman,2017-18,Columbia,Ivy,sr,G,66,52,0.787878788,Columbia,Columbia,nahickman,Non-Power
nate sherwood,2017-18,Idaho,BSky,jr,F,66,55,0.833333333,Idaho,Idaho,nasherwood,Non-Power
neftali alvarez,2018-19,Fairfield,MAAC,fr,G,66,41,0.621212121,Fairfield,Fairfield,nealvarez,Non-Power
nikola djogo,2021-22,Northeastern,CAA,sr,F,66,57,0.863636364,Northeastern,Northeastern,nidjogo,Non-Power
patrick benzan,2017-18,Holy Cross,Pat,jr,G,66,52,0.787878788,Holy Cross,Holy Cross,pabenzan,Non-Power
paul bizimana,2021-22,E Illinois,OVC,fr,F,66,46,0.696969697,Eastern Illinois,Eastern Illinois,pabizimana,Non-Power
quinn taylor,2019-20,St Peter's,MAAC,sr,F,66,53,0.803030303,Saint Peter's,Saint Peter's,qutaylor,Non-Power
ray crossland,2017-18,E Illinois,OVC,sr,G,66,44,0.666666667,Eastern Illinois,Eastern Illinois,racrossland,Non-Power
reggie miller,2021-22,Abil Christian,WAC,sr,G,66,43,0.651515152,Abilene Christian,Abilene Christian,remiller,Non-Power
ronald jackson,2018-19,NC A&T,MEAC,jr,F,66,50,0.757575758,North Carolina A&T,North Carolina A&T,rojackson,Non-Power
sammy friday iv,2021-22,E Illinois,OVC,sr,F,66,35,0.53030303,Eastern Illinois,Eastern Illinois,safriday,Non-Power
scott plaisance,2018-19,New Orleans,Slnd,sr,F/C,66,42,0.636363636,New Orleans,New Orleans,scplaisance,Non-Power
scottie barnes,2020-21,Florida State,ACC,fr,G,66,41,0.621212121,Florida St.,Florida State,scbarnes,Power
shahada wells,2020-21,UT Arlington,SB,jr,G,66,51,0.772727273,UT Arlington,UT Arlington,shwells,Non-Power
shykeim phillips,2019-20,UNC Wilmington,CAA,fr,G,66,46,0.696969697,UNC Wilmington,UNC Wilmington,shphillips,Non-Power
stephen clark,2021-22,The Citadel,SC,jr,F/C,66,33,0.5,The Citadel,The Citadel,stclark,Non-Power
taylor funk,2020-21,Saint Joe's,A10,jr,F,66,55,0.833333333,Saint Joseph's,Saint Joseph's,tafunk,Non-Power
teyvion kirk,2020-21,UIC,Horz,jr,G,66,37,0.560606061,Illinois Chicago,UIC,tekirk,Non-Power
theo john,2019-20,Marquette,BE,jr,F,66,36,0.545454545,Marquette,Marquette,thjohn,Power
tj gibbs,2019-20,Notre Dame,ACC,sr,G,66,58,0.878787879,Notre Dame,Notre Dame,tjgibbs,Power
tobias cameron,2021-22,Abil Christian,WAC,sr,G,66,50,0.757575758,Abilene Christian,Abilene Christian,tocameron,Non-Power
tonny trocha-morelos,2017-18,Texas A&M,SEC,sr,F,66,40,0.606060606,Texas A&M,Texas A&M,totrocha,Power
trajan wesley,2018-19,Louisiana,SB,fr,G,66,55,0.833333333,Louisiana Lafayette,Louisiana,trwesley,Non-Power
tre mitchell,2021-22,Cent Conn St,NEC,jr,G,66,54,0.818181818,Central Connecticut,Central Connecticut,trmitchell,Non-Power
tre williams,2021-22,Duquesne,A10,so,F/C,66,37,0.560606061,Duquesne,Duquesne,trwilliams,Non-Power
tristan da silva,2021-22,Colorado,P12,so,F,66,52,0.787878788,Colorado,Colorado,trda,Power
tyler rawson,2017-18,Utah,P12,sr,F,66,52,0.787878788,Utah,Utah,tyrawson,Power
tyler scanlon,2018-19,Boston U,Pat,jr,G,66,54,0.818181818,Boston University,Boston University,tyscanlon,Non-Power
tyler stewart,2019-20,St Francis (PA),NEC,so,F,66,56,0.848484848,St. Francis PA,St. Francis (PA),tystewart,Non-Power
tyler williams,2017-18,San Diego,WCC,jr,G,66,56,0.848484848,San Diego,San Diego,tywilliams,Non-Power
tyson degenhart,2021-22,Boise State,MWC,fr,F,66,51,0.772727273,Boise St.,Boise State,tydegenhart,Non-Power
walter whyte,2020-21,Boston U,Pat,jr,F,66,48,0.727272727,Boston University,Boston University,wawhyte,Non-Power
will richardson,2019-20,Oregon,P12,so,G,66,56,0.848484848,Oregon,Oregon,wirichardson,Power
xavier pinson,2018-19,Missouri,SEC,fr,G,66,51,0.772727273,Missouri,Missouri,xapinson,Power
abayomi iyiola,2017-18,Stetson,ASun,fr,F,65,44,0.676923077,Stetson,Stetson,abiyiola,Non-Power
ahamadou fofana,2021-22,Canisius,MAAC,sr,G,65,48,0.738461538,Canisius,Canisius,ahfofana,Non-Power
akwasi yeboah,2019-20,Rutgers,B10,sr,F,65,50,0.769230769,Rutgers,Rutgers,akyeboah,Power
amin adamu,2019-20,Montana State,BSky,jr,G,65,47,0.723076923,Montana St.,Montana State,amadamu,Non-Power
antonio woods,2017-18,Penn,Ivy,jr,G,65,37,0.569230769,Penn,Pennsylvania,anwoods,Non-Power
aric holman,2018-19,Miss St,SEC,sr,F/C,65,45,0.692307692,Mississippi St.,Mississippi State,arholman,Power
arnaldo toro,2019-20,G Washington,A10,sr,F,65,36,0.553846154,George Washington,George Washington,artoro,Non-Power
ben harvey,2018-19,E Illinois,OVC,fr,G,65,49,0.753846154,Eastern Illinois,Eastern Illinois,beharvey,Non-Power
bernardo da silva,2019-20,Hawai'i,BW,fr,F,65,37,0.569230769,Hawaii,Hawai'i,beda,Non-Power
bj taylor,2018-19,UCF,Amer,sr,G,65,54,0.830769231,UCF,UCF,bjtaylor,Non-Power
boo buie,2019-20,Northwestern,B10,fr,G,65,46,0.707692308,Northwestern,Northwestern,bobuie,Power
braden norris,2021-22,Loyola-Chicago,MVC,jr,G,65,51,0.784615385,Loyola Chicago,Loyola Chicago,brnorris,Non-Power
brandon boston,2020-21,Kentucky,SEC,fr,G,65,51,0.784615385,Kentucky,Kentucky,brboston,Power
brandon mckissic,2017-18,UMKC,WAC,fr,G,65,41,0.630769231,UMKC,UM Kansas City,brmckissic,Non-Power
brandon murray,2021-22,LSU,SEC,fr,G,65,44,0.676923077,LSU,LSU,brmurray,Power
brenden tucker,2020-21,Charleston,CAA,so,G,65,48,0.738461538,College of Charleston,Charleston,brtucker,Non-Power
brocke stepteau,2017-18,Hawai'i,BW,jr,G,65,52,0.8,Hawaii,Hawai'i,brstepteau,Non-Power
bryce fowler,2020-21,Sacramento St,BSky,sr,G,65,50,0.769230769,Sacramento St.,Sacramento State,brfowler,Non-Power
bryce moore,2017-18,W Michigan,MAC,jr,G,65,45,0.692307692,Western Michigan,Western Michigan,brmoore,Non-Power
caleb daniels,2017-18,Tulane,Amer,fr,G,65,52,0.8,Tulane,Tulane,cadaniels,Non-Power
cane broome,2017-18,Cincinnati,Amer,jr,G,65,46,0.707692308,Cincinnati,Cincinnati,cabroome,Non-Power
carl pierre,2021-22,Rice,CUSA,sr,G,65,51,0.784615385,Rice,Rice,capierre,Non-Power
cartier diarra,2017-18,Kansas State,B12,fr,G,65,47,0.723076923,Kansas St.,Kansas State,cadiarra,Power
chris duarte,2019-20,Oregon,P12,jr,G,65,53,0.815384615,Oregon,Oregon,chduarte,Power
christion thompson,2018-19,URI,A10,jr,G,65,46,0.707692308,Rhode Island,Rhode Island,chthompson,Non-Power
cj keyser,2021-22,Old Dominion,CUSA,sr,G,65,53,0.815384615,Old Dominion,Old Dominion,cjkeyser,Non-Power
cody riley,2018-19,UCLA,P12,fr,F/C,65,34,0.523076923,UCLA,UCLA,coriley,Power
dallas walton,2021-22,Wake Forest,ACC,sr,F/C,65,45,0.692307692,Wake Forest,Wake Forest,dawalton,Power
dalton knecht,2021-22,N Colorado,BSky,jr,F,65,50,0.769230769,Northern Colorado,Northern Colorado,daknecht,Non-Power
daniel deaver,2021-22,Navy,Pat,jr,F/C,65,47,0.723076923,Navy,Navy,dadeaver,Non-Power
daniel sackey,2019-20,Valparaiso,MVC,so,G,65,46,0.707692308,Valparaiso,Valparaiso,dasackey,Non-Power
daylen kountz,2018-19,Colorado,P12,fr,G,65,42,0.646153846,Colorado,Colorado,dakountz,Power
demarius jacobs,2021-22,Ball State,MAC,sr,G,65,53,0.815384615,Ball St.,Ball State,dejacobs,Non-Power
deshaun morman,2017-18,Towson,CAA,sr,G,65,52,0.8,Towson,Towson,demorman,Non-Power
devin vassell,2019-20,Florida State,ACC,so,G,65,48,0.738461538,Florida St.,Florida State,devassell,Power
el ellis,2021-22,Louisville,ACC,jr,G,65,45,0.692307692,Louisville,Louisville,elellis,Power
emmanuel ansong,2021-22,Green Bay,Horz,jr,G,65,34,0.523076923,Green Bay,Green Bay,emansong,Non-Power
eral penn,2018-19,LIU,NEC,so,F/C,65,47,0.723076923,LIU Brooklyn,Long Island University,erpenn,Non-Power
eron gordon,2020-21,Valparaiso,MVC,sr,G,65,43,0.661538462,Valparaiso,Valparaiso,ergordon,Non-Power
evan cole,2020-21,Utah Valley,WAC,sr,F/C,65,36,0.553846154,Utah Valley,Utah Valley,evcole,Non-Power
fousseyni drame,2020-21,St Peter's,MAAC,so,F,65,47,0.723076923,Saint Peter's,Saint Peter's,fodrame,Non-Power
garrison goode,2018-19,UC Davis,BW,sr,F/C,65,46,0.707692308,UC Davis,UC Davis,gagoode,Non-Power
george papas,2019-20,Monmouth,MAAC,jr,G,65,58,0.892307692,Monmouth,Monmouth,gepapas,Non-Power
glynn watson,2018-19,Nebraska,B10,sr,G,65,51,0.784615385,Nebraska,Nebraska,glwatson,Power
greg heckstall,2018-19,Hampton,BSth,jr,F,65,56,0.861538462,Hampton,Hampton,grheckstall,Non-Power
greg summers,2020-21,Navy,Pat,jr,G,65,42,0.646153846,Navy,Navy,grsummers,Non-Power
jacob gilyard,2017-18,Richmond,A10,fr,G,65,54,0.830769231,Richmond,Richmond,jagilyard,Non-Power
jagan mosely,2017-18,Georgetown,BE,so,G,65,44,0.676923077,Georgetown,Georgetown,jamosely,Power
jahcobi neath,2019-20,Wake Forest,ACC,fr,G,65,38,0.584615385,Wake Forest,Wake Forest,janeath,Power
jaheam cornwall,2019-20,Gardner-Webb,BSth,jr,G,65,47,0.723076923,Gardner Webb,Gardner-Webb,jacornwall,Non-Power
jamal bey,2019-20,Washington,P12,so,G,65,49,0.753846154,Washington,Washington,jabey,Power
james jean-marie,2020-21,Hawai'i,BW,sr,F,65,49,0.753846154,Hawaii,Hawai'i,jajean,Non-Power
jamorko pickett,2019-20,Georgetown,BE,jr,F,65,51,0.784615385,Georgetown,Georgetown,japickett,Power
javante mccoy,2020-21,Boston U,Pat,sr,G,65,51,0.784615385,Boston University,Boston University,jamccoy,Non-Power
jeameril wilson,2019-20,Lehigh,Pat,so,F,65,50,0.769230769,Lehigh,Lehigh,jewilson,Non-Power
jeenathan williams,2019-20,Buffalo,MAC,so,G,65,46,0.707692308,Buffalo,Buffalo,jewilliams,Non-Power
john meeks,2019-20,Bucknell,Pat,jr,F,65,51,0.784615385,Bucknell,Bucknell,jomeeks,Non-Power
john walker,2020-21,Texas Southern,SWAC,jr,F/C,65,40,0.615384615,Texas Southern,Texas Southern,jowalker,Non-Power
jordan fox,2017-18,Army,Pat,jr,G,65,53,0.815384615,Army,Army,jofox,Non-Power
jordan wright,2019-20,Vanderbilt,SEC,fr,G,65,49,0.753846154,Vanderbilt,Vanderbilt,jowright,Power
josh minott,2021-22,Memphis,Amer,fr,F/C,65,49,0.753846154,Memphis,Memphis,jominott,Non-Power
josh parrish,2018-19,Rice,CUSA,so,G,65,40,0.615384615,Rice,Rice,joparrish,Non-Power
josh warren,2019-20,Cornell,Ivy,sr,F,65,47,0.723076923,Cornell,Cornell,jowarren,Non-Power
julian champagnie,2019-20,St John's,BE,fr,F,65,49,0.753846154,St. John's,St. John's,juchampagnie,Power
kevarrius hayes,2017-18,Florida,SEC,jr,F/C,65,33,0.507692308,Florida,Florida,kehayes,Power
kevin johnson,2018-19,Nicholls,Slnd,so,G,65,52,0.8,Nicholls St.,Nicholls,kejohnson,Non-Power
landon taliaferro,2019-20,Fairfield,MAAC,sr,G,65,60,0.923076923,Fairfield,Fairfield,lataliaferro,Non-Power
leon ayers,2020-21,Mercer,SC,jr,G,65,48,0.738461538,Mercer,Mercer,leayers,Non-Power
malik edmead,2021-22,Merrimack,NEC,so,G,65,43,0.661538462,Merrimack,Merrimack,maedmead,Non-Power
malik osborne,2021-22,Florida State,ACC,sr,F,65,54,0.830769231,Florida St.,Florida State,maosborne,Power
max brooks,2021-22,UMass Lowell,AE,so,F/C,65,38,0.584615385,UMass Lowell,UMass Lowell,mabrooks,Non-Power
michael buckland,2017-18,Lipscomb,ASun,so,G,65,52,0.8,Lipscomb,Lipscomb,mibuckland,Non-Power
micheal anumba,2019-20,Winthrop,BSth,so,G,65,47,0.723076923,Winthrop,Winthrop,mianumba,Non-Power
myles cale,2018-19,Seton Hall,BE,so,G,65,43,0.661538462,Seton Hall,Seton Hall,mycale,Power
nate navigato,2017-18,Toledo,MAC,jr,F,65,52,0.8,Toledo,Toledo,nanavigato,Non-Power
norense odiase,2018-19,Texas Tech,B12,sr,C,65,42,0.646153846,Texas Tech,Texas Tech,noodiase,Power
osun osunniyi,2020-21,St Bonaventure,A10,jr,F,65,44,0.676923077,St. Bonaventure,St. Bonaventure,ososunniyi,Non-Power
paul thomas,2017-18,UTEP,CUSA,jr,F/C,65,32,0.492307692,UTEP,UTEP,pathomas,Non-Power
peter jurkin,2017-18,ETSU,SC,sr,F/C,65,54,0.830769231,East Tennessee St.,East Tennessee State,pejurkin,Non-Power
pj fuller,2021-22,Washington,P12,jr,G,65,47,0.723076923,Washington,Washington,pjfuller,Power
pj pipes,2017-18,Green Bay,Horz,fr,G,65,57,0.876923077,Green Bay,Green Bay,pjpipes,Non-Power
rashard odomes,2018-19,Oklahoma,B12,sr,G,65,37,0.569230769,Oklahoma,Oklahoma,raodomes,Power
richard caldwell,2019-20,Binghamton,AE,sr,G,65,46,0.707692308,Binghamton,Binghamton,ricaldwell,Non-Power
riley battin,2019-20,Utah,P12,so,F,65,48,0.738461538,Utah,Utah,ribattin,Power
rj davis,2020-21,UNC,ACC,fr,G,65,53,0.815384615,North Carolina,North Carolina,rjdavis,Power
rodolfo rufino bolis,2021-22,E Illinois,OVC,fr,F,65,28,0.430769231,Eastern Illinois,Eastern Illinois,rorufino,Non-Power
roti ware,2019-20,SF Austin,Slnd,jr,G,65,49,0.753846154,Stephen F. Austin,Stephen F. Austin,roware,Non-Power
ryan allen,2017-18,Delaware,CAA,fr,G,65,47,0.723076923,Delaware,Delaware,ryallen,Non-Power
rylan jones,2019-20,Utah,P12,fr,G,65,57,0.876923077,Utah,Utah,ryjones,Power
sacar anim,2018-19,Marquette,BE,jr,G,65,38,0.584615385,Marquette,Marquette,saanim,Power
sadaidriene hall,2021-22,SF Austin,WAC,fr,F/C,65,45,0.692307692,Stephen F. Austin,Stephen F. Austin,sahall,Non-Power
sam hines,2020-21,Denver,Sum,fr,F,65,43,0.661538462,Denver,Denver,sahines,Non-Power
scott blakney,2018-19,Idaho,BSky,so,F,65,44,0.676923077,Idaho,Idaho,scblakney,Non-Power
souleymane diakite,2019-20,NJIT,ASun,so,F,65,35,0.538461538,NJIT,NJIT,sodiakite,Non-Power
sterling manley,2017-18,UNC,ACC,fr,F,65,47,0.723076923,North Carolina,North Carolina,stmanley,Power
steven julian,2017-18,Cornell,Ivy,fr,F,65,36,0.553846154,Cornell,Cornell,stjulian,Non-Power
taylor johnson,2017-18,Dartmouth,Ivy,sr,G,65,49,0.753846154,Dartmouth,Dartmouth,tajohnson,Non-Power
tejon lucas,2021-22,BYU,WCC,sr,G,65,47,0.723076923,BYU,BYU,telucas,Non-Power
terry larrier,2017-18,UConn,Amer,jr,F,65,51,0.784615385,Connecticut,Connecticut,telarrier,Non-Power
theo john,2020-21,Marquette,BE,sr,F/C,65,47,0.723076923,Marquette,Marquette,thjohn,Power
tj starks,2017-18,Texas A&M,SEC,fr,G,65,44,0.676923077,Texas A&M,Texas A&M,tjstarks,Power
tony perkins,2021-22,Iowa,B10,so,G,65,52,0.8,Iowa,Iowa,toperkins,Power
tramichael moton,2021-22,Grambling,SWAC,jr,G,65,45,0.692307692,Grambling St.,Grambling,trmoton,Non-Power
tray boyd,2019-20,ETSU,SC,sr,G,65,58,0.892307692,East Tennessee St.,East Tennessee State,trboyd,Non-Power
trey jemison,2021-22,UAB,CUSA,jr,C,65,41,0.630769231,UAB,UAB,trjemison,Non-Power
ty groce,2020-21,E Michigan,MAC,sr,F,65,47,0.723076923,Eastern Michigan,Eastern Michigan,tygroce,Non-Power
walter whyte,2021-22,Boston U,Pat,sr,F,65,51,0.784615385,Boston University,Boston University,wawhyte,Non-Power
zacarry douglas,2018-19,NC Central,MEAC,sr,F,65,44,0.676923077,North Carolina Central,North Carolina Central,zadouglas,Non-Power
aaron henry,2019-20,Michigan State,B10,so,G,64,45,0.703125,Michigan St.,Michigan State,aahenry,Power
aaron jordan,2017-18,Illinois,B10,jr,G,64,54,0.84375,Illinois,Illinois,aajordan,Power
abdul ado,2019-20,Miss St,SEC,jr,F,64,39,0.609375,Mississippi St.,Mississippi State,abado,Power
aj walker,2018-19,Air Force,MWC,fr,G,64,45,0.703125,Air Force,Air Force,ajwalker,Non-Power
akim mitchell,2017-18,Hampton,MEAC,jr,G,64,53,0.828125,Hampton,Hampton,akmitchell,Non-Power
andre jackson,2021-22,UConn,BE,so,F,64,46,0.71875,Connecticut,Connecticut,anjackson,Power
bennedict mathurin,2020-21,Arizona,P12,fr,F,64,55,0.859375,Arizona,Arizona,bemathurin,Power
bowen born,2020-21,Northern Iowa,MVC,fr,G,64,52,0.8125,Northern Iowa,Northern Iowa,boborn,Non-Power
brachen hazen,2020-21,Ball State,MAC,sr,F,64,49,0.765625,Ball St.,Ball State,brhazen,Non-Power
brad greene,2019-20,UC Irvine,BW,jr,F/C,64,38,0.59375,UC Irvine,UC Irvine,brgreene,Non-Power
bryce hamilton,2020-21,UNLV,MWC,jr,G,64,42,0.65625,UNLV,UNLV,brhamilton,Non-Power
